0,0,0,0,0,0,0,0
4,40,185,0,0,4,40,185
4,4,40,185,0,4,40,185
4,4,4,40,185,4,40,185
4,40,185,4,4,4,40,185
4,40,185,0,4,4,40,185
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
0,0,0,0,0,0,0,0
0,0,4,4,40,185,0,0
0,4,40,185,4,40,185,0
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
0,4,40,185,4,40,185,0
0,0,4,4,40,185,0,0
0,0,0,0,0,0,0,0
4,4,4,4,4,40,185,0
0,4,40,185,0,4,40,185
0,4,40,185,0,4,40,185
0,4,4,4,4,40,185,0
0,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
4,4,4,40,185,0,0,0
0,0,0,0,0,0,0,0
0,4,4,4,4,40,185,0
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
4,40,185,40,185,4,40,185
0,4,4,4,4,40,185,0
0,0,0,0,4,4,40,185
4,4,4,4,4,40,185,0
0,4,40,185,0,4,40,185
0,4,40,185,0,4,40,185
0,4,4,4,4,40,185,0
0,4,40,185,4,40,185,0
0,4,40,185,0,4,40,185
4,4,4,40,185,4,40,185
0,0,0,0,0,0,0,0
0,4,4,4,4,40,185,0
4,40,185,0,0,4,40,185
4,4,40,185,0,0,0,0
0,4,4,4,4,40,185,0
0,0,0,0,4,4,40,185
4,40,185,0,0,4,40,185
0,4,4,4,4,40,185,0
0,0,0,0,0,0,0,0
4,4,4,4,4,40,185,0
40,185,4,40,185,40,185,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,40,185,0,0
0,0,4,40,185,0,0,0
0,0,0,0,0,0,0,0
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
4,40,185,40,185,4,40,185
4,40,185,40,185,4,40,185
4,4,4,4,4,4,40,185
0,4,40,185,4,40,185,0
0,0,0,0,0,0,0,0
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
0,4,40,185,4,40,185,0
0,0,4,4,40,185,0,0
0,4,40,185,4,40,185,0
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
0,0,0,0,0,0,0,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,40,185,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
4,4,4,4,4,4,40,185
4,40,185,0,0,4,40,185
40,185,0,0,4,40,185,0
0,0,0,4,40,185,0,0
0,0,4,40,185,0,40,185
0,4,40,185,0,4,40,185
4,4,4,4,4,4,40,185
0,0,0,0,0,0,0,0
0,4,4,4,40,185,0,0
0,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
4,40,185,0,0,0,0,0
0,4,40,185,0,0,0,0
0,0,4,40,185,0,0,0
0,0,0,4,40,185,0,0
0,0,0,0,4,40,185,0
0,0,0,0,0,4,40,185
0,0,0,0,0,0,40,185
0,0,0,0,0,0,0,0
0,4,4,4,40,185,0,0
0,0,0,4,40,185,0,0
0,0,0,4,40,185,0,0
0,0,0,4,40,185,0,0
0,0,0,4,40,185,0,0
0,0,0,4,40,185,0,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,40,185,0,0,0
0,0,4,4,40,185,0,0
0,4,40,185,4,40,185,0
4,40,185,0,0,4,40,185
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,4,4,4,4,4,40,185
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,0,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,4,4,40,185,0,0
0,0,0,0,4,40,185,0
0,4,4,4,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,40,185,4,40,185
0,0,0,0,0,0,0,0
4,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
0,4,4,4,4,40,185,0
0,4,40,185,0,4,40,185
0,4,40,185,0,4,40,185
4,40,185,4,4,40,185,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,4,4,40,185,0,0
4,40,185,0,4,40,185,0
4,40,185,0,0,0,0,0
4,40,185,0,4,40,185,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,4,4,40,185,0
0,0,0,0,4,40,185,0
0,0,0,0,4,40,185,0
0,4,4,4,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,40,185,4,40,185
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,4,4,40,185,0,0
4,40,185,0,4,40,185,0
4,4,4,4,4,40,185,0
4,40,185,0,0,0,0,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,4,4,40,185,0,0
0,4,40,185,4,40,185,0
0,4,40,185,0,40,185,0
4,4,4,40,185,0,0,0
0,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
4,4,4,40,185,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,4,40,185,4,40,185
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,4,40,185,0
0,0,0,0,4,40,185,0
4,4,4,4,40,185,0,0
4,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
0,4,40,185,4,40,185,0
0,4,4,40,185,4,40,185
0,4,40,185,0,4,40,185
0,4,40,185,0,4,40,185
4,4,40,185,0,4,40,185
0,0,0,0,0,0,0,0
0,0,4,40,185,0,0,0
0,0,0,0,0,0,0,0
0,4,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,0,4,40,185,0
0,0,0,0,0,0,0,0
0,0,0,4,4,40,185,0
0,0,0,0,4,40,185,0
0,0,0,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,40,185,0,0
4,4,40,185,0,0,0,0
0,4,40,185,0,0,0,0
0,4,40,185,0,4,40,185
0,4,40,185,4,40,185,0
0,4,4,4,40,185,0,0
0,4,40,185,4,40,185,0
4,4,40,185,0,4,40,185
0,0,0,0,0,0,0,0
0,4,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,40,185,0,4,40,185,0
4,4,4,4,4,4,40,185
4,4,4,4,4,4,40,185
4,40,185,40,185,4,40,185
4,40,185,40,185,4,40,185
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
40,185,4,4,40,185,0,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,4,4,40,185,0,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,40,185,4,4,40,185,0
0,4,40,185,0,4,40,185
0,4,40,185,0,4,40,185
0,4,4,4,4,40,185,0
0,4,40,185,0,0,0,0
4,4,4,40,185,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,4,40,185,4,40,185
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,4,40,185,0
0,0,0,0,4,40,185,0
0,0,0,4,4,4,40,185
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,40,185,4,4,40,185,0
0,4,4,40,185,4,40,185
0,4,40,185,0,0,40,185
0,4,40,185,0,0,0,0
4,4,4,40,185,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,4,4,4,40,185,0
4,40,185,0,0,0,0,0
0,4,4,4,40,185,0,0
0,0,0,0,4,40,185,0
4,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,40,185,0,0,0
0,0,4,40,185,0,0,0
4,4,4,4,4,40,185,0
0,0,4,40,185,0,0,0
0,0,4,40,185,0,0,0
0,0,4,40,185,40,185,0
0,0,0,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,40,185,4,40,185
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,40,185,0,0
0,0,4,40,185,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,40,185,0,0,4,40,185
4,40,185,0,0,4,40,185
4,40,185,40,185,4,40,185
4,4,4,4,4,4,40,185
0,4,40,185,4,40,185,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,40,185,0,0,4,40,185
0,4,40,185,4,40,185,0
0,0,4,4,40,185,0,0
0,4,40,185,4,40,185,0
4,40,185,0,0,4,40,185
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
4,40,185,0,4,40,185,0
0,4,4,4,4,40,185,0
0,0,0,0,4,40,185,0
4,4,4,4,40,185,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,4,4,4,4,40,185,0
40,185,0,4,40,185,0,0
0,0,4,40,185,0,0,0
0,4,40,185,0,40,185,0
4,4,4,4,4,40,185,0
0,0,0,0,0,0,0,0

